,Opportunity Unique Identifier,Bridge Name,Country,Level 1 Government,Level 2 Government,Level 3 Government,Level 4 Government,latitude,longitude,Reason site not valid,Site Validation Comments,Flag for Rejection,River crossing deaths in last 3 years,Incident descriptions,Days per year river is flooded,Flood duration during rainy season,Notes on social information,Width of River During Flooding (m),Health access blocked by river,Education access blocked by river,Market access blocked by river,Other access blocked by river,Form: Created Date,Form: Created By,geometry
391,1043694,Akproabo 3,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.626117,-5.333713,,Le site est un rejet de bafond qui inonde légèrement la route en période de pluie.,No,0,Aucun incident n'est signalé sur le site,0,"O jour,  le site est franchissable en tout temps","Messieurs N?dri Brou Albert, Secrétaire général adjoint du GSC de Andokro-Kouakou.  +2250749389042 et Kouamé N?guessan,  vice-président des jeunes de Akproabo, +2250708722734 ont participé à l?entretien.",11,,,Feme - Farms,,12/4/22,sekredoukobénan taroworks,POINT (-5.333713 7.626117)
392,1043250,Ouessinzué 3,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.646423,-5.224803,,"Le site boueux,  peu large,  inondable et infranchissable en période de pluie.",No,0,Aucun incident n'est signalé sur ce site,90,2 jours,"Messieurs Diomandé Evra Marius,  vice-président des jeunes du village,  +2250768851101, et N?dri kouadio Nicodème,  Commis du chef du village,  +2250172646150 ont participé à l?entretien.",30,,,Feme - Farms,,11/16/22,sekredoukobénan taroworks,POINT (-5.224803 7.646423)
393,1043505,Assan-Kouassikro 4,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.63619,-5.223258,,"Le site est légèrement profond,  peu large, franchissable en toutes saisons.",No,0,Aucun incident n?est signalé sur ce site,60,3,"La communauté traverse ce site pour accéder aux plantations et aux soins de santé,  et rendre visite aux parents à Angokoun-Kpangbassou.  Monsieur N?guessan N?guessan Landry,  Secrétaire général des jeunes du village a participé à cet entretien.",19,Hôpital - Hospital;Pharmacie - Pharmacy,,Feme - Farms,,11/27/22,sekredoukobénan taroworks,POINT (-5.223258 7.63619)
394,1043243,Angokoun-Kpangbassou 5,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.64163,-5.23569,,"Le site est un bafond,  pas profond,  mais large,  franchissable en toutes saisons.",No,0,Aucun incident n'est signalé sur le site,,,"La communauté traverse ce site pour accéder aux plantations,  les élèves de Abolé-Kouassikro traverse ce site pour accéder à l?école primaire de Angokoun-Kpangbassou. Monsieur Yao N?guessan Marcel,  Commis du chef du village,  +2250777613335 a participé à cet entretien.",36,Hôpital - Hospital;Pharmacie - Pharmacy,École Primaire - Primary,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/16/22,sekredoukobénan taroworks,POINT (-5.23569 7.64163)
395,1043199,Sanguiékro 4,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assirikro,Angokoun-Kpangbassou,7.623479,-5.226601,,"Le site est profond, pas large,  infranchissable en période de fortes pluies.",No,0,Aucun incident n'est signalé sur le site.,90,2 jours,"La communauté traverse le site pour se rendre dans leurs plantations et convoyer leurs produits agricoles. Messieurs N?guessan Kouakou Marcel,  président du GSC de Angokoun-Kpangbassou,  +2250707642629, et Kouakou N?goran Alexandre,  Secrétaire du chef de Angokoun-Kpangbassou,  +2250142414906 ont participé à l?entretien",17,,,Feme - Farms,,11/13/22,sekredoukobénan taroworks,POINT (-5.226601 7.623479)
396,1043310,Kouadiobonou 3,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.602368,-5.246658,,"La rivière est très large,  profonde et dangereuse,  présente de grands risques pour la communauté,  infranchissable en période de pluie.",No,1,"12 personnes sont tombées dans l?eau en traversant,  elles ont été sauvées,leurs affaires emportées par l?eau.",120,7,"Monsieur Houaka N?dah Lazare,  Secrétaire général du GSC de Angokoun-Kpangbassou,  +2250747446799 a participé à cet entretien.",55,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/20/22,sekredoukobénan taroworks,POINT (-5.246658 7.602368)
397,1043692,Akproabo 1,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.646234,-5.314083,,"Le site est une petite rivière,  pas large,  pas profonde,  formant un bafond en amont.  Le site est aussi utilisé par les tricycles et les tracteurs.",No,0,Aucun incident n'est signalé sur le site,60,1,"La communauté traverse le site pour accéder aux plantations et rendre visite aux parents dans le village de Djakohou.  Messieurs N?dri Brou Albert,  Secrétaire général adjoint du GSC de Andokro-Kouakou,  +2250749389042, et Kouamé N?guessan,  vice-président des jeunes de Akproabo,  +2250708722734 ont participé à l?entretien.",6,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/4/22,sekredoukobénan taroworks,POINT (-5.314083 7.646234)
398,1043688,Andokro-Kouakou 3,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.64797,-5.32884,,"Le site est une rivière large et peu profonde, formant un bafond en amont, difficilement franchissable en période de pluie. Le site est aussi utilisé par les tricycles pour le transport des produits agricoles.",No,0,Aucun incident n'est signalé sur le site.,60,2,"La communauté traverse ce site pour accéder aux plantations et pour rendre visite aux parents dans les autres villages du bassin scolaire.  Messieurs Koffi Konan Séraphin,  Secrétaire du conseil du village,  +2250707825389, et Kouamé Isaac Kouassi,  vice-président des jeunes du village,  +2250748405666 ont participé à l?entretien.",48,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/4/22,sekredoukobénan taroworks,POINT (-5.32884 7.64797)
399,1043200,Sanguiékro 5,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assirikro,Angokoun-Kpangbassou,7.628668,-5.219496,,"La site n?est pas profond,  mais il forme un large bafond sur les rives gauche et droite. Il est difficile à traverser en période de crue",No,0,Aucun incident n'est signalé sur le site,90,2,"La communauté traverse ce site pour accéder aux plantations. Messieurs N?guessan Kouassi Marcel,  président du GSC de Angokoun-Kpangbassou,  +2250707642629, et Kouakou N?goran Alexandre,  +2250142414906, ont participé à cet entretien.",81,,,Feme - Farms,,11/13/22,sekredoukobénan taroworks,POINT (-5.219496 7.628668)
400,1043197,Sanguiékro 2,Cote d'Ivoire,Gbeke,Sakassou,Djibri Assirikro,Angokoun-Kpangbassou,7.635623,-5.214016,,"Le site est une rivière pas profonde,  pas large,  mais infranchissable en période de pluie lorsqu?elle est en crue.  Elle présente des risques pour la communauté.",No,0,Aucun incident n?est signalé sur ce site.  Les communautés interdisent tout accès en période de crue.,84,2,"Messieurs N?guessan Kouakou Marcel,  président du GSC de Angokoun-Kpangbassou,  +2250707642629, et Kouakou N?goran  Alexandre,  Secrétaire du chef de Angokoun-Kpangbassou,  +2250142414906 ont participé à l?entretien",39,Hôpital - Hospital;Pharmacie - Pharmacy,,Marché journalier - Market (daily);Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/13/22,sekredoukobénan taroworks,POINT (-5.214016 7.635623)
401,1043502,Assan-Kouassikro 1,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.641015,-5.21296,,"Le site est une petite rivière, pas large,  pas profonde,  formant un bafond en aval,  franchissable en toutes saisons.",No,0,Aucun incident n'est signalé sur le site,0,"0 jour, le site est franchissable en toutes saisons","Messieurs Yao Kouamé Henri, président des jeunes de Assan-Kouassikro, +2250151540997, et N?guessan N?guessan Landry,  Secrétaire général des jeunes de Assan-Kouassikro, +2250709081697 ont participé à l?entretien.",21,,,Feme - Farms,,11/27/22,sekredoukobénan taroworks,POINT (-5.21296 7.641015)
402,1043495,Appiakro 3,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assirikro,Angokoun-Kpangbassou,7.619216,-5.254268,,"Le site contient une très faible quantité d?eau,  la circulation pédestre est très faible,  le lit de l?eau est très superficiel.",Yes,0,Aucun incident,0,0,"Monsieur Houaka N?dah Lazare,  Secrétaire général adjoint du GSC de Angokoun-Kpangbassou,  +2250747446799 a participé à cet entretien.",6,,,Feme - Farms,,11/27/22,sekredoukobénan taroworks,POINT (-5.254268 7.619216)
403,1043303,Golibo 1,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assirikro,Angokoun-Kpangbassou,7.603674,-5.267955,,"Le site est une rivière pas large,  mais profonde,  infranchissable en période de fortes pluies,  présente des risques pour les élèves du primaire.",No,0,"Aucun incident n?est signalé sur le site,  les élèves sont obligés de rester la maison lorsque le site est en crue.",90,3 jours de crue et d?inondation.,"Monsieur Kouakou Kouamé Raphaël, président des jeunes de Golibo,  +2250747027001 a participé à cet entretien.",38,Hôpital - Hospital;Pharmacie - Pharmacy,École Primaire - Primary,Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/20/22,sekredoukobénan taroworks,POINT (-5.267955 7.603674)
404,1043499,Appiakro 6,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assirikro,Angokoun-Kpangbassou,7.624317,-5.24269,,"La site est large,  légèrement profond, difficilement franchissable en période de fortes pluies. Le site est aussi utilisé par les tricycles et camions pour la collecte et le transport des produits agricoles.",No,0,"12 personnes sont tombées dans l?eau en traversant,  elles ont été sauvées et leurs affaires emportées par l?eau.",30,1,"La communauté traverse ce site pour accéder aux plantations et rendre visite aux parents à Abolé-Kouassikro.  Monsieur Houaka N?dah Lazare,  Secrétaire général adjoint du GSC de Angokoun-Kpangbassou,  +2250747446799 a participé à cet entretien.",37,,,Feme - Farms,,11/27/22,sekredoukobénan taroworks,POINT (-5.24269 7.624317)
405,1043695,Akproabo 4,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.620282,-5.33988,,"Le site est une petite rivière,  pas large,  pas profonde,  ne contient pratiquement pas d?eau,  formant un bafond en amont et en aval.",No,0,Aucun incident n'est signalé sur le site,30,1,"Messieurs N?dri Brou Albert,  Secrétaire général adjoint du GSC de Andokro-Kouakou,  +2250749389042, et Kouamé N?guessan,  +2250708722734 ont participé à l?entretien.",17,,,Feme - Farms,,12/4/22,sekredoukobénan taroworks,POINT (-5.33988 7.620282)
406,1043193,Angokoun-Kpangbassou 1,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.632845,-5.223842,,"La site n?est pas large , mais profond, difficilement franchissable en période de crue, présente de   grands risques pour la communauté.",No,0,Aucun incident n'est signalé sur le site,90,2,"La communauté traverse ce site pour se rendre dans leurs plantations,  transporter leurs produits agricoles,  rendre visite aux parents à Nanglais et se rendre au marché de Dibri Assirikro.  Monsieur Kouakou N?goran Alexandre,  Secrétaire du chef de Angokoun-Kpangbassou, +2250142414906 a participé à l?entretien.",17,,,Marché hebdomadaire - Market (weekly);Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/13/22,sekredoukobénan taroworks,POINT (-5.223842 7.632845)
407,1043304,Golibo 2,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assirikro,Angokoun-Kpangbassou,7.60868,-5.267601,,"L3 site est peu profond,  peu large,  formant un bafond en amont,  difficilement franchissable en période de fortes pluies.",No,0,Aucun incident n'est signalé sur le site,90,2,"Monsieur Kouakou kouamé Raphaël,  président des jeunes de Golibo,  +2250747027001 a participé à l?entretien.",23,Hôpital - Hospital;Pharmacie - Pharmacy,,Marché hebdomadaire - Market (weekly);Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/20/22,sekredoukobénan taroworks,POINT (-5.267601 7.60868)
408,1043308,Kouadiobonou 1,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.61727,-5.243753,,"Le site est une rivière pas profonde,  formant un bafond en amont.",No,0,Aucun incident n'est signalé sur ce site,30,1,"La communauté traverse ce site pour accéder aux plantations et rendre visite à leurs parents à Golibo. Monsieur Houaka N?dah Lazare,  Secrétaire général adjoint du GSC de Angokoun-Kpangbassou,  +2250747446799 a participé à cet entretien.",26,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/20/22,sekredoukobénan taroworks,POINT (-5.243753 7.61727)
409,1043305,Golibo 3,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assirikro,Angokoun-Kpangbassou,7.609483,-5.274295,,"Le site est un fleuve très grand,  très large,  très profond, infranchissable en saison des pluies,  présente de très grands risques pour la communauté.",No,2,2 personnes se sont noyées dans l?eau en voulant traverser en 2022,150,7 jours de crue et d?inondation,"Toutes les plantations de la communauté se trouvent après ce fleuve. Monsieur Kouakou kouamé Raphaël,  près des jeunes de Golibo a participé à cet entretien.",70,,,Feme - Farms,,11/20/22,sekredoukobénan taroworks,POINT (-5.274295 7.609483)
410,1043307,Golibo 5,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assirikro,Angokoun-Kpangbassou,7.610561,-5.265767,,"Le site est une petite rivière,  pas large,  pas profonde,  franchissable en toutes saisons.",No,0,Aucun incident n'est signalé sur le site,30,1,"Monsieur Kouakou kouamé Raphaël,  président des jeunes de Golibo,  +2250747027001 a participé à cet entretien.",16,,,Feme - Farms,,11/20/22,sekredoukobénan taroworks,POINT (-5.265767 7.610561)
411,1043501,Sanguiékro 8,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assirikro,Angokoun-Kpangbassou,7.629144,-5.190989,,"Le site est large et très profond,  infranchissable en période de fortes pluies.  Il est dangereux et présente des risques pour les usagers.",No,0,2 femmes venant du champ sont tombées dans l?eau en traversant en 2021; elles ont été sauvées et leurs affaires emportées par l?eau.,60,7,"La communauté traverse ce site uniquement pour accéder aux plantations.  La majorité de la communauté a son exploitation agricole à l?autre rive de la traversée. Monsieur N?guessan Kouakou Marcel,  président du GSC de Angokoun-Kpangbassou,  0707642629 a participé à cet entretien.",25,,,Feme - Farms,,11/27/22,sekredoukobénan taroworks,POINT (-5.190989 7.629144)
412,1043195,Angokoun-Kpangbassou 3,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.637111,-5.23636,,"Le site est légèrement profond,  large,  difficilement franchissable en période de crue pendant la saison des pluies. Il présente des risques pour les élèves.",No,0,Aucun incident n'est signalé sur le site.,90,2,"Les élèves de Abbolè Kouassikro traversent le site pour se rendre à l?école à Angokoun-Kpangbassou,  la communauté traverse pour accéder aux plantations et rendre visite aux parents. Monsieur Kouakou N?goran Alexandre,  Secrétaire du chef de Angokoun-Kpangbassou,  +2250142414906 a participé à cet entretien.",33,,École Primaire - Primary,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/13/22,sekredoukobénan taroworks,POINT (-5.23636 7.637111)
413,1043703,Lokanouan 3,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.661729,-5.279756,,"Ce site est très large,  très profond,  très dangereux pour la communauté en toutes saisons. L?eau y est actuellement très abondante, coule avec un débit très violent. Le lit est jalonné de cailloux très glissants et dangereux.",No,1,"15 personnes,  paysans,  commerçants,  élèves  sont tombées dans l?eau en traversant,  leurs affaires emportées par l?eau.",90,14 jours,"La communauté utilise cette traversée pour divers objectifs importants: plantations,  école secondaire,  centre de santé et pharmacie,  services financiers et administratifs.  Monsieur Koffi Yao Vincent,  président du GSC de Andokro-Kouakou, +2250708760916 a participé à cet entretien.",40,Hôpital - Hospital;Pharmacie - Pharmacy,École Secondaire - Secondary school,Marché hebdomadaire - Market (weekly);Feme - Farms,"Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/4/22,sekredoukobénan taroworks,POINT (-5.279756 7.661729)
414,1043696,Akproabo 5,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.637426,-5.331957,,"Le site est une rivière moyenne,  large et légèrement profonde, difficilement franchissable en période de pluie.",No,0,"10 personnes venant des champs sont tombées l?eaux et ont été sauvées,  leurs affaires emportées par l?eau.",60,2,"La majorité de la communauté traverse ce site pour accéder aux plantations.  Messieurs N?dri Brou Albert,  Secrétaire général adjoint du GSC de Andokro-Kouakou, +2250749389042 et Kouamé N?guessan,  vice-président des jeunes de Akproabo,  +2250708722734 ont participé à l?entretien.",30,,,Feme - Farms,,12/4/22,sekredoukobénan taroworks,POINT (-5.331957 7.637426)
415,1043691,Andokro-Kouakou 1,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.667577,-5.307029,,"Le site est une petite rivière,  pas profonde,  pas large, difficilement franchissable en période de pluie.",No,0,"3 personnes venant des champs tombées dans l?eau en traversant,  elles ont été sauvées et leurs affaires emportées par l?eau",90,7,"La communauté traverse ce site pour accéder aux plantations et rendre visite aux parents à Kouakou Blékro.  Monsieur Koffi Konan Séraphin,  Secrétaire général du conseil du village de Andokro-Kouakou,  +2250707825389 a participé à cet entretien.",10,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/4/22,sekredoukobénan taroworks,POINT (-5.307029 7.667577)
416,1043246,Abolé-Kouassikro 3,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.644798,-5.259533,,"Le site est moins large,  très profond,  très dangereux,  présente de grands risques pour la communauté,  infranchissable en saison des pluies.",No,1,"20 personnes,  en majorité de événements femmes,  sont tombées dans l?eau en traversant,  elles ont été sauvées et leurs affaires emportées par l?eau.",60,7,"Monsieur Yao Aoutou Joseph,  Secrétaire chargé du suivi des travaux du GSC de Angokoun-Kpangbassou,  +2250707810282 a participé à cet entretien.",24,,École Secondaire - Secondary school,Marché hebdomadaire - Market (weekly);Feme - Farms,,11/16/22,sekredoukobénan taroworks,POINT (-5.259533 7.644798)
417,1043500,Sanguiékro 7,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assirikro,Angokoun-Kpangbassou,7.614854,-5.217475,,"Le site est peu large, mais profond,  infranchissable en période de fortes pluies.",No,0,Aucun incident n'est signalé sur le site,90,7 jours,"La communauté traverse ce site uniquement pour accéder aux plantations,  car beaucoup de personnes ont leurs exploitations agricoles à l?autre rive. Monsieur N?guessan Kouakou Marcel, président du GSC de Angokoun-Kpangbassou,  +2250707642629 a participé à cet entretien.",17,,,Feme - Farms,,11/27/22,sekredoukobénan taroworks,POINT (-5.217475 7.614854)
418,1043693,Akproabo 2,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.63605,-5.325546,,"Le site est une petite rivière,  pas large,  pas profonde,  franchissable en toutes saisons.  Le site est utilisé par les tricycles et tracteurs.",No,0,Aucun incident n'est signalé sur le site,0,0 jour,"Messieurs N?dri Brou Albert,  Secrétaire général adjoint du GSC de Andokro-Kouakou, +2250749389042 et Kouamé N?guessan,  vice-président des jeunes de Akproabo,  +2250708722734 ont participé à l?entretien.",10,,,Feme - Farms,,12/4/22,sekredoukobénan taroworks,POINT (-5.325546 7.63605)
419,1043689,Andokro-Kouakou 4,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.642387,-5.332702,,"La site est rivière profonde et large,  formant un bafond en aval",No,0,Aucun incident n'est signalé sur le site,60,1,"La communauté traverse ce site pour accéder aux plantations et rendre visite aux parents dans le village de Akpoabo.  Messieurs Koffi Konan Séraphin,  Secrétaire du conseil du village,  +2250707825389, et Kouamé Isaac Kouassi,  vice-président des jeunes du village , +2250748405666 ont participé à l?entretien.",30,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/4/22,sekredoukobénan taroworks,POINT (-5.332702 7.642387)
420,1043194,Angokoun-Kpangbassou 2,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.633999,-5.236093,,"Le site est n?est pas profond, mais il est large,  formant un bafond en amont. Le site est pratiqué par les véhicules et les tricycles.",No,0,Aucun incident n'est signalé sur le site,14,1,"La communauté traverse ce site pour accéder aux plantations et rendre visite aux parents à Abbolè Kouassikro.  Monsieur Kouakou N?goran Alexandre,  Secrétaire du chef de Angokoun-Kpangbassou, +2250142414906 a participé à l?entretien.",41,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/13/22,sekredoukobénan taroworks,POINT (-5.236093 7.633999)
421,1043706,Sahebo 3,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.620369,-5.297157,,"Le site est une rivière,  peu large,  peu profonde,  il est aussi utilisé par les tricycles.",No,0,Aucun incident n'est signalé sur le site,0,"0 jour, le site est franchissable même en période des pluies.","Monsieur kouamé N?guessan Claude,  président des jeunes de Sahebo,  +2250747081476 a participé à cet entretien.",14,,,Feme - Farms,,12/4/22,sekredoukobénan taroworks,POINT (-5.297157 7.620369)
422,1043700,Sahebo 5,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.646359,-5.2888,,"Le site est une petite rivière,  pas large,  pas profonde,  contenant très peu d?eau.",No,0,Aucun incident n'est signalé sur le site,0,"1 jour,  le site est franchissable en toutes saisons.","La communauté traverse ce site pour accéder aux plantations et rendre visite aux parents à Lokanouan. Monsieur Kouamé N?guessan Claude,  président des jeunes de Sahebo,  +2250747081476 a participé à cet entretien.",12,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/4/22,sekredoukobénan taroworks,POINT (-5.2888 7.646359)
423,1043704,Lokanouan 4,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.649956,-5.283919,,"Ce site est très profond,  très large , très dangereux et présente de très grands risques pour la communauté. Elle est difficilement franchissable actuellement et infranchissable en période de pluie.",No,1,"1 personne s?était noyée en traversant l?eau en 2021. Plusieurs personnes sont tombées dans l?eau en traversant,  elles ont été sauvées et leurs affaires emportées par l?eau.",90,14 jours,"La majorité de la communauté traverse ce site pour accéder aux plantations et rendre visite aux parents dans le village de Appiakro.  Cette traversée sert également à relier le bassin de Andokro-Kouakou à celui de Angokoun-Kpangbassou. Monsieur Koffi Yao Vincent,  président du GSC de Andokro-Kouakou,  +2250708760916 a participé à cet entretien.",117,,,Feme - Farms,"Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/4/22,sekredoukobénan taroworks,POINT (-5.283919 7.649956)
424,1043244,Abolé-Kouassikro 1,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.639014,-5.252539,,"Le site est une rivière large,  légèrement profonde,  formant bafond en amont et en aval. Le site difficilement franchissable en saison des pluies et l?accès est interdit aux enfants et aux femmes.",No,0,"15 personnes sont tombées dans l?eau en traversant, elles ont été sauvées et leurs affaires emportées par l?eau.",60,14 jours de crue et d?inondation,"Monsieur Yao Aoutou Joseph,  Secrétaire chargé du suivi des travaux du GSC de Angokoun-Kpangbassou,  +2250707810282 a participé à cet entretien.",95,Hôpital - Hospital;Pharmacie - Pharmacy,École Primaire - Primary,Marché hebdomadaire - Market (weekly);Feme - Farms,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/16/22,sekredoukobénan taroworks,POINT (-5.252539 7.639014)
425,1043306,Golibo 4,Cote d'Ivoire,Gbeke,Sakassou,Dibri Assirikro,Angokoun-Kpangbassou,7.615648,-5.274645,,"Le site est un fleuve très grand,  très large,  très profond,  très dangereux,  présente de très grands risques pour la communauté,  infranchissable en période des pluies.",No,3,3 cas de décès par noyade sont survenus ces trois dernières années.,150,7 jours de crue et d?inondation,"Monsieur Kouakou kouamé Raphaël,  président des jeunes de Golibo,  +2250747027001 a participé à cet entretien.",95,Hôpital - Hospital;Pharmacie - Pharmacy,,Marché hebdomadaire - Market (weekly);Feme - Farms,"Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/20/22,sekredoukobénan taroworks,POINT (-5.274645 7.615648)
426,1043249,Ouessinzué 2,Cote d'Ivoire,Gbeke,Botro,Languibonou,Angokoun-Kpangbassou,7.655555,-5.222853,No sign of pedestrian traffic,"Le site profond, peu large,  dangereux en période des pluies,  infranchissable en crue.",No,1,1 jeune de 18 ans s?était noyé en traversant l?eau en août 2022.,90,3 jours de crue et d?inondation,"Messieurs Diomandé Evra Marius, vice-président des jeunes du village,  +2250768851101, N?dri Kouadio Nicodème,  Commis du chef du village,  +2250172646150 ont participé à l?entretien.",15,Hôpital - Hospital;Pharmacie - Pharmacy,École Secondaire - Secondary school,Marché hebdomadaire - Market (weekly);Feme - Farms,"Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/16/22,sekredoukobénan taroworks,POINT (-5.222853 7.655555)
427,1043697,Sahebo 1,Cote d'Ivoire,Gbeke,Botro,Languibonou,Andokro-Kouakou,7.627,-5.315837,,"Le site est une petite rivière,  pas large,  pas profonde, formant un bafond en amont et en aval et situé dans une pâture de b?ufs. La traversée est aussi utilisée par les tricycles.",No,0,Aucun incident n'est signalé sur le site.,60,2,"Monsieur kouamé N?guessan Claude,  président des jeunes de Sahebo, +2250747081476 a participé à cet entretien.",30,,,Feme - Farms,,12/4/22,sekredoukobénan taroworks,POINT (-5.315837 7.627)
